leaid,ncessch,report_dis,report_race,report_sex,counselors_fte,psych_fte,law_fte,enrollment,teachers_fte,lunch_program,title1_s,title1_e,read_test,math_test
0400897,040089703376,0,0,1,1,0,0,769,NA,0,0,0,82,91
0400898,040089803393,0,0,0,1,0,0,622,NA,0,0,0,84,86
0400899,040089903392,0,0,0,0,1,0,1040,NA,0,NA,1,76,75
0400900,040090003404,0,0,0,1,0,0,444,NA,0,0,0,66,69
0400902,040090203413,0,0,0,1,0,0,30,NA,0,0,0,84.5,64.5
0400903,040090303418,0,0,0,1,0,0,756,NA,0,0,0,78,83
0400904,040090403048,0,0,0,0,1,0,1034,NA,1,1,1,51,39
0400905,040090503419,0,0,0,0,0,0,731,NA,0,0,0,88,87
0400907,040090703427,0,0,0,0,0,0,61,NA,1,1,1,5,5
0400909,040090903461,0,0,0,1,1,0,445,NA,1,1,1,82,77
0400910,040091000047,0,0,0,0,0,0,104,4,1,1,1,72,82
0400910,040091000048,0,0,0,0,0,0,60,3,0,1,1,75,75
0400910,040091001059,0,0,0,0,0,0,58,2,0,1,1,62,52
0400911,040091103440,0,0,0,0,0,0,474,NA,0,0,0,68,65
0400912,040091203443,0,0,0,1,0,0,180,NA,1,1,1,32,47
0400913,040091303455,0,0,0,0,0,0,106,NA,0,1,1,5,15
0400913,040091303512,0,0,0,0,0,0,71,NA,0,NA,NA,32,32
0400914,040091403452,0,0,0,0,0,0,79,NA,1,1,1,34.5,34.5
0400915,040091503422,0,0,0,0,0,0,157,NA,1,1,1,NA,NA
0400916,040091603437,0,0,0,0,0,0,333,NA,1,1,1,27,37
0400918,040091803426,0,0,0,0,0,0,77,NA,0,0,0,69.5,69.5
0400919,040091903472,0,1,1,0,0,0,366,NA,0,0,0,55,54
0400921,040092103428,0,0,0,1,1,0,821,NA,0,0,0,85,70
0400922,040092203458,0,0,0,0,0,0,397,NA,0,0,0,49,40
0400924,040092403436,0,0,1,1,0,0,527,NA,1,0,0,35,34
0400925,040092503464,1,1,0,0,0,0,673,NA,0,0,0,83,83
0400926,040092603451,0,1,0,0,0,0,444,NA,0,0,0,47,42
0400927,040092703190,0,0,0,0,1,0,1142,NA,0,NA,1,69,67
0400929,040092903406,0,0,0,0,1,0,435,NA,1,1,1,40,33
0400930,040093003462,0,1,0,0,0,0,493,NA,0,0,0,61,79
0400933,040093303496,0,0,0,0,1,0,1797,NA,0,NA,1,71,68
0400934,040093403493,0,0,0,0,1,0,316,NA,1,1,1,37,42
0400936,040093603484,0,0,0,0,0,0,464,NA,0,0,0,87,95
0400937,040093703482,0,0,0,0,0,0,550,NA,0,0,0,92,82
0400938,040093803476,0,0,0,0,0,0,114,NA,1,0,0,17,7.5
0400939,040093903495,0,1,0,0,0,0,53,NA,1,0,0,24.5,24.5
0400940,040094003499,0,1,0,0,0,0,807,NA,1,1,1,32,30
0400941,040094103502,0,1,1,0,0,0,217,NA,0,0,0,79,90
0400942,040094203497,0,1,1,0,0,0,296,NA,1,1,1,27,27
0400943,040094303498,0,0,0,0,0,0,623,NA,0,0,0,74,75
0400944,040094403503,0,1,1,0,0,0,1033,NA,0,0,0,63,61
0400944,040094403504,0,0,0,0,0,0,530,NA,0,0,0,72,75
0400944,040094403542,0,0,0,0,0,0,456,NA,0,0,0,60,41
0400944,040094403547,0,0,0,0,0,0,21,NA,0,0,0,54.5,34.5
0400945,040094503518,0,0,0,0,0,0,92,NA,1,0,0,31,29
0400946,040094603375,0,0,0,1,0,0,144,NA,1,0,0,32,27
0400947,040094703526,0,0,0,1,0,0,149,NA,0,0,0,64.5,64.5
0400948,040094803523,0,0,0,0,1,0,1038,NA,0,1,1,73,67
0400949,040094903520,0,0,0,1,0,0,351,NA,0,0,0,32,17
0400950,040095003508,0,0,0,0,0,0,66,NA,0,0,0,15,15
0400951,040095103532,0,0,0,0,1,0,361,NA,0,NA,1,66,64
0400952,040095203514,0,0,0,0,0,0,141,NA,1,0,0,7.5,12
0400953,040095303527,0,0,0,0,0,0,525,NA,1,1,1,32,31
0400954,040095403513,0,0,0,0,1,0,563,NA,0,1,1,66,58
0400955,040095503519,0,0,0,0,1,0,93,NA,1,0,0,69.5,69.5
0400956,040095603505,0,0,0,0,0,0,197,NA,1,0,0,NA,NA
0400958,040095803534,0,0,0,0,0,0,577,NA,0,0,0,90,90
0400960,040096000049,0,0,0,1,0,0,852,46,1,1,1,32,41
0400960,040096000051,0,0,0,1,1,0,285,14,1,1,1,NA,NA
0400960,040096001154,0,0,0,1,0,0,510,20,1,1,1,25,19
0400960,040096001878,0,0,0,1,1,0,454,27,1,1,1,57,62
0400960,040096002255,0,0,0,1,0,0,696,35,1,1,1,35,38
0400960,040096002381,0,0,0,1,1,0,728,34,1,1,1,48,52
0400960,040096002494,0,0,0,1,1,0,502,24,1,1,1,48,57
0400960,040096002880,0,0,0,1,0,0,1021,40,1,1,1,53,52
0400960,040096003387,0,0,0,1,1,0,432,17,1,1,1,21,22
0400961,040096103550,0,0,0,0,0,0,201,NA,1,0,0,64.5,54.5
0400963,040096303558,0,0,0,0,0,0,627,NA,0,0,0,86,89
0400964,040096403553,0,0,0,0,0,0,162,NA,1,0,0,32,27
0400965,040096503556,0,0,0,0,0,0,38,NA,0,0,0,67,64.5
0400966,040096603572,0,0,0,1,1,0,75,NA,1,0,0,NA,NA
0400968,040096803562,0,0,0,0,0,0,201,NA,1,0,0,22,27
0400969,040096903543,0,0,0,0,0,0,41,NA,0,0,0,75,75
0400970,040097003546,0,0,0,0,0,0,6,NA,0,0,0,NA,NA
0400971,040097103567,0,0,0,0,0,0,17,NA,1,0,0,24.5,24.5
0401000,040100000052,0,0,0,1,1,0,209,13,1,1,1,47,32
0401000,040100000053,0,0,0,1,1,0,202,14,1,0,1,22,32
0401050,040105000054,0,0,0,0,1,0,937,49,1,1,1,20,23
0401050,040105000055,0,0,0,0,1,0,452,30,1,1,1,34,32
0401050,040105000056,0,0,0,0,1,0,513,31,1,1,1,31,28
0401050,040105003142,0,0,0,0,1,0,384,24,1,1,1,22,31
0401050,040105003374,0,0,0,0,0,0,13,0,1,NA,NA,NA,NA
0401080,040108000059,0,0,0,0,0,0,305,13,1,1,1,27,32
0401160,040116000062,0,0,0,0,0,0,111,11,1,1,1,15,10
0401180,040118000063,0,0,0,1,0,0,281,18,1,1,1,30,10
0401180,040118000064,0,0,0,0,0,0,190,12,1,1,1,27,27
0401180,040118000066,0,0,0,0,0,0,214,13,1,1,1,32,37
0401230,040123000069,0,0,0,0,0,0,11,1,0,0,0,24.5,24.5
0401260,040126000070,0,0,0,1,0,0,86,10,1,0,0,54.5,44.5
0401290,040129000071,0,0,0,0,1,0,21,3,1,0,0,30,30
0401330,040133000072,0,0,0,0,1,0,39,3,1,0,0,30,10
0401330,040133000073,0,0,0,0,1,0,22,1,1,0,0,NA,NA
0401380,040138002490,0,0,0,1,1,0,751,36,1,0,0,35,31
0401380,040138002492,0,0,0,0,1,0,801,43,1,0,0,17,16
0401380,040138002642,0,0,0,1,1,0,705,34,1,0,0,37,41
0401380,040138002836,0,0,0,1,1,0,441,21,1,0,0,40,32
0401380,040138003052,0,0,1,1,1,0,740,33,1,0,0,30,19
0401380,040138003123,0,0,0,1,1,0,756,33,1,0,0,20,12
0401380,040138003575,0,0,0,1,1,0,702,32,1,0,0,23,18
0401410,040141000075,0,0,0,1,1,1,1486,67,1,0,0,29,42
0401410,040141002137,1,1,1,1,1,1,1066,46,1,0,0,48,62
0401410,040141002786,0,1,1,1,1,1,1461,67,1,0,0,32,52
0401460,040146000077,0,0,0,1,1,0,406,24,1,1,1,29,23
0401460,040146000078,0,0,0,1,1,0,774,37,1,1,1,42,44
0401460,040146000080,0,0,0,1,1,0,480,26,1,1,1,41,38
0401460,040146000081,0,0,0,1,1,0,2148,90,1,0,1,62,52
0401460,040146001050,0,0,0,1,1,0,530,26,1,1,1,63,56
0401460,040146001051,0,0,0,1,1,0,375,17,1,1,1,41,40
0401460,040146001356,0,0,0,1,1,0,611,27,1,0,1,65,61
0401460,040146003062,0,0,0,1,1,0,356,20,1,1,1,58,50
0401500,040150000085,0,0,0,1,1,1,436,22,1,1,1,27,27
0401500,040150000855,0,0,0,1,1,0,489,29,1,1,1,NA,NA
0401500,040150001053,0,0,0,1,1,0,454,26,1,1,1,27,30
0401500,040150001528,0,0,0,1,1,0,555,23,1,1,1,37,30
0401500,040150001757,0,0,0,1,1,1,486,22,1,1,1,25,24
0401500,040150002184,0,0,0,1,1,0,356,19,1,1,1,32,32
0401600,040160000086,0,0,0,1,1,1,628,35,1,1,1,33,25
0401600,040160000087,0,0,0,1,0,0,474,28,1,1,1,30,30
0401600,040160001529,0,0,0,1,0,0,359,17,1,1,1,30,30
0401600,040160003053,0,0,0,1,0,0,23,2,1,1,1,24.5,24.5
0401600,040160003173,0,0,0,1,0,0,17,1,1,1,1,10,10
0401650,040165000088,0,0,0,0,1,0,131,10,1,1,1,37,27
0401680,040168000089,0,1,0,0,1,0,751,40,1,0,0,24,23
0401680,040168000091,0,0,0,0,0,0,1192,50,1,0,0,22,21
0401680,040168000092,0,0,0,1,0,0,1056,52,1,0,0,23,16
0401680,040168000093,0,0,0,1,1,0,1249,59,1,0,0,24,24
0401680,040168000094,0,0,0,1,1,0,1094,54,1,0,0,26,28
0401680,040168000095,0,0,0,0,1,0,728,34,1,0,0,31,35
0401680,040168000096,0,0,0,0,1,0,727,35,1,0,0,44,50
0401680,040168000097,0,0,0,0,1,0,650,36,1,0,0,28,22
0401680,040168000098,0,0,0,0,1,0,759,38,1,0,0,35,35
0401680,040168000100,0,0,0,0,1,0,571,31,1,0,0,31,32
0401680,040168000101,0,0,0,0,1,0,843,49,1,0,0,28,30
0401680,040168000102,0,0,0,1,1,0,877,44,1,0,0,27,26
0401680,040168000104,0,0,0,0,0,0,824,57,1,0,0,33,40
0401680,040168000105,0,0,0,0,1,0,734,35,1,0,0,55,80
0401680,040168001054,0,0,0,0,1,0,165,18,1,0,0,NA,NA
0401680,040168001055,0,0,0,0,1,0,789,38,1,0,0,40,44
0401680,040168001709,1,0,0,1,0,0,687,36,1,0,0,35,37
0401680,040168002005,0,0,0,0,1,0,1262,57,1,0,0,23,21
0401680,040168002135,0,0,0,0,0,0,705,36,1,0,0,38,40
0401680,040168002904,0,0,0,1,1,0,855,41,1,0,0,18,11
0401680,040168003122,0,0,0,0,1,0,732,33,1,0,0,32,33
0401710,040171000106,0,0,1,0,0,0,615,29,1,1,1,20,15
0401710,040171000107,1,1,1,0,1,0,428,22,1,1,1,17,17
0401710,040171000109,0,0,0,0,1,0,408,17,1,1,1,31,25
0401710,040171000111,0,0,1,0,1,0,436,20,1,1,1,27,31
0401710,040171000112,0,0,0,0,1,0,472,21,1,1,1,32,22
0401710,040171001027,0,0,0,0,1,0,446,23,1,1,1,25,22
0401710,040171001056,0,0,0,0,1,0,484,20,1,1,1,42,32
0401710,040171001357,1,0,1,0,1,0,485,23,1,1,1,33,27
0401710,040171002213,0,1,1,0,0,0,895,41,1,1,1,31,24
0401710,040171002574,0,0,0,0,0,0,534,22,1,1,1,53,50
0401710,040171002865,0,0,0,0,1,0,702,30,1,1,1,41,39
0401710,040171002872,0,1,1,0,0,0,882,38,1,1,1,39,36
0401710,040171003201,0,0,0,0,1,0,119,3,0,0,1,NA,NA
0401740,040174000113,0,0,0,1,1,0,1777,73,1,1,1,34,29
0401740,040174002909,0,0,0,1,1,0,1585,64,1,1,1,26,29
0401760,040176000011,0,0,1,1,1,0,1703,78,1,0,1,77,82
0401760,040176000116,0,0,1,1,1,0,675,25,1,0,1,66,67
0401760,040176000117,0,0,0,1,1,0,572,34,1,NA,1,78,81
0401760,040176001002,0,0,0,1,1,0,548,31,1,NA,1,73,62
0401760,040176001032,0,0,0,1,1,0,592,33,1,0,1,81,70
0401760,040176001358,0,0,0,1,1,0,425,22,1,NA,1,78,69
0401760,040176001487,0,1,1,1,1,0,649,23,1,0,1,58,55
0401760,040176001531,0,0,0,0,1,0,128,11,0,0,1,NA,NA
0401810,040181000325,0,1,0,1,1,0,118,10,1,1,1,7.5,12
0401870,040187000013,0,1,1,1,1,0,624,40,1,0,0,38,29
0401870,040187000123,0,0,0,1,1,1,3220,156,1,0,0,49,51
0401870,040187000125,0,0,0,1,1,1,519,36,1,0,0,31,31
0401870,040187000128,0,0,0,1,0,0,632,40,1,0,0,32,34
0401870,040187000129,0,0,0,1,0,0,727,39,1,0,0,40,40
0401870,040187000131,0,1,0,1,1,1,670,35,1,0,0,95,95
0401870,040187000133,0,0,0,1,1,1,871,50,1,0,0,34,33
0401870,040187000615,0,0,0,1,1,0,665,42,1,0,0,43,36
0401870,040187001058,0,0,0,0,1,0,596,38,1,0,0,26,18
0401870,040187001155,0,0,0,1,1,1,795,43,1,0,0,64,65
0401870,040187001206,0,0,0,1,1,1,569,33,1,0,0,41,27
0401870,040187001289,0,0,0,1,1,0,585,31,1,0,0,53,54
0401870,040187001359,0,0,0,0,0,0,487,34,1,0,0,44,39
0401870,040187001399,0,0,0,1,0,0,723,34,1,0,0,76,73
0401870,040187001400,0,1,1,1,1,1,859,45,1,0,0,34,26
0401870,040187001532,0,0,0,1,0,0,878,44,1,0,0,63,59
0401870,040187001533,0,0,0,1,1,1,1312,61,1,0,0,50,49
0401870,040187001675,0,0,0,1,1,0,572,41,1,0,0,35,23
0401870,040187001676,0,0,0,0,1,0,868,47,1,0,0,62,55
0401870,040187001677,0,1,1,1,1,1,3788,189,1,0,0,65,73
0401870,040187001996,0,0,0,1,1,0,687,41,1,0,0,66,58
0401870,040187002125,0,0,0,1,1,0,776,44,1,0,0,64,62
0401870,040187002250,1,0,0,1,1,1,2593,131,1,0,0,77,79
0401870,040187002251,0,0,0,1,1,1,1301,62,1,0,0,53,54
0401870,040187002346,0,0,0,1,1,0,653,35,1,0,0,68,79
0401870,040187002379,0,0,0,0,0,0,795,44,1,0,0,57,55
0401870,040187002380,0,0,0,1,0,0,695,39,1,0,0,62,55
0401870,040187002478,0,1,1,1,0,1,1060,49,1,0,0,52,56
0401870,040187002479,0,0,0,1,1,0,679,40,1,0,0,78,74
0401870,040187002480,0,0,0,1,1,0,779,46,1,0,0,72,73
0401870,040187002587,0,0,0,0,1,0,806,43,1,0,0,76,71
0401870,040187002646,0,0,0,1,1,0,827,41,1,0,0,88,88
0401870,040187002806,0,0,0,1,1,1,3393,165,1,0,0,60,66
0401870,040187002822,0,0,0,1,1,1,769,39,1,0,0,94,95
0401870,040187002873,0,1,0,1,1,0,947,48,1,0,0,71,68
0401870,040187002878,0,0,0,0,1,0,902,47,1,0,0,67,59
0401870,040187002948,0,0,0,1,0,0,977,52,1,0,0,68,70
0401870,040187002951,0,0,0,1,1,0,999,51,1,0,0,70,65
0401870,040187002995,0,0,0,1,1,0,626,28,1,0,0,93,96
0401870,040187003306,0,0,0,1,0,0,149,4,0,0,0,70,70
0401870,040187003321,0,0,0,1,1,0,796,45,1,0,0,72,71
0401870,040187003479,0,1,0,1,1,0,958,51,1,0,0,64,54
0401870,040187003483,0,0,0,1,1,1,2294,115,1,0,0,53,55
0401940,040194000135,1,0,0,1,0,0,475,31,1,1,1,42,44
0401940,040194000136,0,0,0,0,0,0,307,20,1,1,1,22,27
0401940,040194000137,0,0,0,1,0,0,1074,65,1,1,1,22,27
0401940,040194000138,0,0,0,1,0,0,388,22,1,1,1,19,29
0401940,040194000140,0,1,0,1,0,0,482,25,1,1,1,17,23
0401940,040194000145,0,0,0,1,0,0,404,25,1,1,1,39,46
0401940,040194001488,0,0,0,1,0,0,415,25,1,1,1,32,35
0402130,040213000152,0,0,0,1,1,0,70,9,1,0,0,44.5,54.5
0402190,040219000154,1,1,0,1,1,0,154,14,1,1,1,37,17
0402220,040222002220,0,0,0,0,0,0,99,10,1,1,1,57,62
0402250,040225000156,0,0,1,0,1,1,576,33,1,0,0,42,46
0402320,040232000158,0,0,0,1,1,0,488,31,1,0,0,10,10
0402320,040232000164,0,0,1,0,1,0,687,30,1,0,0,19,16
0402320,040232001534,0,0,0,1,1,0,336,14,1,0,0,11,11
0402320,040232002800,0,0,0,0,1,0,403,21,1,0,0,21,17
0402320,040232003449,0,0,0,0,0,0,141,6,1,0,0,5,5
0402370,040237000165,0,0,0,0,1,0,235,12,1,1,1,44,35
0402370,040237000166,0,0,0,0,1,0,428,21,1,1,1,NA,NA
0402370,040237000167,0,0,0,0,1,0,446,25,1,1,1,NA,NA
0402370,040237001360,0,0,0,0,1,0,407,23,1,1,1,NA,NA
0402370,040237003241,0,0,0,0,1,0,504,24,1,1,1,52,42
0402400,040240000014,0,0,0,1,1,0,748,34,1,1,1,36,30
0402400,040240000017,0,0,0,1,1,0,414,19,1,1,1,36,44
0402400,040240000036,0,0,0,1,1,0,552,24,1,1,1,40,35
0402400,040240000037,0,0,0,1,1,0,536,30,1,1,1,36,28
0402400,040240000171,0,0,0,1,1,0,523,24,1,1,1,48,40
0402400,040240001087,0,0,0,1,1,0,347,21,1,1,1,29,24
0402400,040240001976,0,0,0,0,1,0,669,32,1,1,1,34,38
0402400,040240002424,0,0,0,1,1,0,656,30,1,1,1,39,42
0402400,040240002425,0,0,0,1,1,0,441,24,1,1,1,37,37
0402400,040240002779,0,0,0,1,1,0,592,27,1,1,1,50,48
0402400,040240002882,0,0,0,0,0,0,99,6,0,0,1,NA,NA
0402400,040240003323,0,0,0,1,1,0,407,15,1,NA,NA,75,70
0402400,040240003521,0,0,0,0,0,0,7,1,0,NA,NA,24.5,24.5
0402430,040243000174,1,1,1,0,1,1,647,34,1,0,0,10,12
0402430,040243000176,0,1,1,0,1,1,563,30,1,0,0,19,19
0402430,040243000177,1,1,1,0,1,1,588,30,1,0,0,19,12
0402430,040243000178,0,0,0,0,1,1,798,43,1,0,0,30,28
0402430,040243000179,1,1,1,0,1,1,913,54,1,0,0,21,25
0402430,040243000180,0,1,1,0,1,1,589,28,1,0,0,60,43
0402430,040243000181,0,1,1,0,1,1,480,25,1,0,0,21,23
0402430,040243001704,0,0,0,0,1,1,725,33,1,0,0,17,13
0402430,040243001999,0,0,0,0,1,1,765,39,1,0,0,23,23
0402460,040246000182,0,0,0,0,0,0,4,0,0,0,0,NA,NA
0402480,040248001210,0,0,0,0,0,1,84,3,1,0,0,24.5,75
0402480,040248001536,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
0402490,040249000183,0,0,0,0,0,0,44,4,0,1,1,30,49.5
0402530,040253000185,0,0,1,1,1,0,505,20,1,1,1,31,21
0402530,040253000186,0,0,0,0,1,0,320,15,1,1,1,37,42
0402530,040253000187,0,0,1,1,1,0,1434,67,1,1,1,24.5,15
0402530,040253000190,0,0,1,0,1,0,386,18,1,1,1,31,34
0402530,040253000191,0,0,0,0,1,0,155,9,1,1,1,32,47
0402530,040253000192,0,0,0,0,1,0,228,12,1,1,1,32,22
0402530,040253000193,0,1,1,0,1,0,449,17,1,1,1,53,46
0402530,040253000194,1,1,1,1,1,0,390,18,1,1,1,18,18
0402600,040260000195,0,0,0,0,0,0,241,14,1,0,0,37,32
0402600,040260000196,0,0,0,0,0,0,94,8,1,0,0,24.5,24.5
0402690,040269000197,0,1,1,0,1,0,916,46,1,1,1,37,40
0402690,040269000198,0,0,0,1,1,0,1642,71,1,1,1,47,52
0402690,040269000199,0,1,1,0,1,0,774,39,1,1,1,25,23
0402690,040269000200,0,0,1,0,1,0,774,34,1,NA,NA,39,42
0402690,040269000201,0,1,1,0,1,0,850,46,1,1,1,39,35
0402690,040269001462,0,0,0,0,1,0,597,34,1,1,1,41,35
0402690,040269002126,0,0,0,0,1,0,690,39,1,1,1,39,36
0402690,040269002340,0,0,1,0,1,0,656,36,1,1,1,37,32
0402690,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402690,040269002401,0,1,1,0,1,0,1155,50,1,0,1,57,54
0402690,040269002402,0,0,1,0,1,0,840,40,1,1,1,30,32
0402690,040269002481,0,0,0,0,1,0,1119,50,1,0,1,54,51
0402690,040269002482,0,1,1,0,1,0,839,42,1,0,1,53,50
0402690,040269002649,0,0,0,0,1,0,823,38,1,0,1,52,57
0402690,040269002655,0,0,1,0,1,0,688,34,1,1,1,35,36
0402690,040269002679,0,1,1,0,1,0,867,42,1,0,1,48,41
0402690,040269002684,0,0,0,1,1,0,2592,111,1,1,1,41,45
0402690,040269002780,0,1,1,0,1,0,876,44,1,0,1,55,49
0402690,040269002837,0,0,0,0,1,0,905,44,1,0,1,66,62
0402690,040269002907,0,1,1,0,1,0,844,46,1,1,1,26,24
0402690,040269002971,0,0,1,1,1,0,2181,105,1,0,1,49,48
0402690,040269003124,0,0,0,0,1,0,679,32,1,1,1,40,34
0402690,040269003125,0,0,1,0,1,0,824,38,1,0,1,59,53
0402690,040269003126,0,0,0,1,1,0,1799,74,1,0,1,52,52
0402690,040269003193,0,0,0,0,0,0,65,0,0,0,1,58,64
0402740,040274000203,0,0,1,1,1,0,113,10,1,1,1,77,82
0402740,040274001625,0,0,0,1,1,0,83,8,1,1,1,30,10
0402760,040276000204,0,0,0,0,0,0,128,8,1,0,0,27,22
0402790,040279000207,0,0,0,1,1,0,255,14,1,0,0,NA,NA
0402790,040279000209,0,0,0,1,1,0,291,16,1,0,0,20,21
0402790,040279001060,0,0,0,1,1,0,282,16,1,0,0,20,16
0402860,040286000212,0,0,0,1,0,0,1382,68,1,0,1,37,47
0402860,040286000214,0,0,0,1,0,0,896,45,1,1,1,26,23
0402860,040286000215,0,1,1,1,0,0,1496,65,1,0,1,42,47
0402860,040286000217,0,0,0,0,0,0,445,28,1,1,1,32,23
0402860,040286000218,0,0,0,0,0,0,397,26,1,1,1,32,27
0402860,040286000219,0,0,1,0,0,0,167,12,1,1,1,17,22
0402860,040286000220,0,0,0,1,0,0,489,32,1,1,1,44,36
0402860,040286000222,0,0,0,1,0,0,477,24,1,0,1,75,73
0402860,040286000225,0,0,0,1,0,0,453,27,1,1,1,38,30
0402860,040286001158,0,1,1,1,0,0,107,13,1,1,1,10,10
0402860,040286001363,0,0,0,0,0,0,605,29,1,0,1,47,40
0402860,040286001364,0,0,0,1,0,0,585,33,1,1,1,54,42
0402860,040286001463,0,0,0,1,0,0,694,41,1,0,1,60,45
0402860,040286002097,0,0,0,0,0,0,356,22,1,1,1,42,42
0402860,040286002961,0,1,1,1,0,0,1093,58,1,1,1,35,28
0402860,040286003506,0,0,0,0,0,0,23,0,0,NA,NA,24.5,24.5
0402920,040292000227,1,1,0,0,1,0,684,34,1,1,1,29,20
0402920,040292000228,1,1,0,1,1,0,691,40,1,1,1,42,42
0402920,040292002210,1,1,0,0,1,0,677,42,1,1,1,28,22
0402920,040292002436,1,1,0,0,1,0,666,34,1,1,1,27,26
0402920,040292002559,1,1,1,0,1,0,711,38,1,1,1,35,34
0402920,040292002637,1,1,0,0,1,0,818,42,1,1,1,36,27
0402920,040292002862,1,1,1,0,1,0,759,38,1,1,1,40,35
0402920,040292002893,1,1,1,0,1,0,699,34,1,1,1,21,19
0402920,040292002896,1,1,1,1,1,0,594,31,1,1,1,32,27
0402920,040292002972,1,1,1,1,1,0,1365,81,1,1,1,30,30
0402920,040292002987,1,1,0,1,1,0,45,0,0,0,1,10,10
0402920,040292003079,1,0,1,0,1,0,637,39,1,NA,NA,32,34
0403010,040301000231,1,0,1,1,1,0,1610,79,1,1,1,47,47
0403010,040301000232,0,0,0,1,1,0,816,42,1,1,1,40,44
0403010,040301000233,0,0,0,0,1,0,447,28,1,1,1,36,34
0403010,040301000236,0,0,0,0,1,0,382,23,1,1,1,34,29
0403010,040301000237,0,0,0,0,1,0,597,31,1,1,1,34,25
0403010,040301001000,0,0,0,0,1,0,467,28,1,1,1,59,57
0403010,040301001033,0,1,0,0,1,0,380,22,1,1,1,62,62
0403010,040301001489,0,0,0,0,1,0,489,27,1,1,1,62,52
0403010,040301001611,0,0,0,0,1,0,94,4,1,1,1,5,5
0403010,040301002065,0,0,0,0,1,0,86,6,0,0,1,NA,NA
0403010,040301003331,0,0,0,0,0,0,58,0,0,0,1,30,24.5
0403040,040304000038,0,0,0,1,1,1,391,22,1,0,1,72,77
0403040,040304000639,0,0,0,1,1,1,552,25,1,0,1,52,50
0403040,040304001296,0,0,0,1,1,0,358,27,1,NA,1,67,57
0403060,040306000240,0,0,0,0,1,1,592,32,1,0,0,31,28
0403060,040306000679,0,0,1,1,1,1,765,35,1,0,0,27,26
0403060,040306001159,0,0,0,0,1,0,552,29,1,0,0,31,24
0403060,040306002355,0,0,0,0,0,1,675,31,1,0,0,43,41
0403060,040306002495,0,0,0,0,1,1,674,29,1,0,0,35,27
0403060,040306003084,0,0,0,0,1,1,620,40,1,0,0,37,35
0403060,040306003085,0,1,1,1,1,1,752,35,1,0,0,24,15
0403080,040308000241,0,0,0,1,0,0,108,9,1,0,0,27,27
0403080,040308000242,0,0,0,1,0,0,84,6,1,0,0,24.5,15
0403150,040315000244,0,0,0,1,1,0,295,17,1,0,0,NA,NA
0403150,040315000245,0,0,0,1,1,0,285,22,1,0,0,56,49
0403150,040315000247,0,0,0,1,1,0,279,17,1,0,0,63,68
0403200,040320000248,0,0,1,0,0,1,267,20,1,0,0,17,27
0403200,040320000249,0,0,1,1,0,0,226,20,1,0,0,17,12
0403200,040320002946,0,0,0,0,0,0,19,2,1,0,0,NA,NA
0403200,040320003460,0,0,0,0,0,0,92,4,1,0,0,15,24.5
0403240,040324000250,0,0,0,1,1,0,506,14,1,1,1,27,35
0403240,040324001101,0,0,0,1,1,0,660,17,1,1,1,23,22
0403240,040324001108,0,0,0,0,1,0,119,3,0,1,1,NA,NA
0403240,040324001213,0,0,0,1,1,0,623,20,1,1,1,21,21
0403240,040324001806,0,0,0,1,1,0,687,21,1,1,1,31,42
0403240,040324002388,0,0,0,1,1,0,810,15,1,1,1,32,35
0403240,040324002389,0,0,0,1,1,0,457,7,1,1,1,36,27
0403240,040324003066,0,0,0,1,1,0,678,21,1,1,1,42,39
0403240,040324003116,0,0,0,1,1,0,690,20,1,1,1,44,53
0403290,040329000251,0,0,0,1,0,0,253,18,1,0,0,NA,NA
0403290,040329000252,0,0,0,1,0,0,515,32,1,0,0,30,49.5
0403290,040329000254,0,0,0,1,0,0,361,14,1,0,0,11,5
0403290,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0403310,040331000255,0,0,0,0,0,0,255,17,1,1,1,17,27
0403310,040331000256,0,1,0,1,0,0,178,9,0,1,1,12,12
0403400,040340000246,0,1,1,1,1,1,2985,123,1,0,0,69,78
0403400,040340000257,0,0,0,0,1,0,513,35,1,0,0,39,37
0403400,040340000258,1,1,0,1,1,1,2050,112,1,0,0,56,54
0403400,040340000260,0,0,0,0,1,0,926,44,1,0,0,74,77
0403400,040340000261,0,0,1,0,1,0,570,36,1,0,0,64,68
0403400,040340000265,0,0,0,0,1,0,584,46,1,0,0,64,62
0403400,040340000594,0,0,1,1,0,0,900,50,1,0,0,51,61
0403400,040340000595,0,0,0,0,1,0,452,37,1,0,0,58,53
0403400,040340000596,0,1,0,0,1,0,694,34,1,0,0,67,58
0403400,040340000601,0,0,0,0,1,0,454,36,1,0,0,64,62
0403400,040340000602,0,0,0,0,1,0,699,35,1,0,0,58,58
0403400,040340001064,0,1,0,0,1,0,776,33,1,0,0,87,87
0403400,040340001192,0,1,0,0,1,0,641,37,1,0,0,63,55
0403400,040340001215,0,0,0,0,1,0,523,36,1,0,0,64,62
0403400,040340001216,0,1,1,1,1,0,980,46,1,0,0,30,38
0403400,040340001365,0,0,0,0,1,0,522,31,1,0,0,57,54
0403400,040340001366,0,0,0,0,1,0,369,38,1,0,0,47,42
0403400,040340001401,0,0,0,0,1,0,354,29,1,0,0,51,53
